experiment_id,session,strategy,model_version,far,frr,eer,accuracy,precision,recall,f1,n_legitimate,n_impostor,adaptation_event
exp_15_gradual_20260830_201230,0,static,11,1.0,0.0,0.5,0.5,0.5,1.0,0.6666666666666666,2,2,
exp_15_gradual_20260830_201230,1,static,11,1.0,0.0,0.5,0.5,0.5,1.0,0.6666666666666666,2,2,
exp_15_gradual_20260830_201230,2,static,11,1.0,0.0,0.5,0.5,0.5,1.0,0.6666666666666666,2,2,
exp_15_gradual_20260830_201230,3,static,11,1.0,0.0,0.5,0.5,0.5,1.0,0.6666666666666666,2,2,
exp_15_gradual_20260830_201230,4,static,11,1.0,0.0,0.5,0.5,0.5,1.0,0.6666666666666666,2,2,
exp_15_gradual_20260830_201230,0,adaptive,11,1.0,0.0,0.5,0.5,0.5,1.0,0.6666666666666666,2,2,Model adapted at session 0
exp_15_gradual_20260830_201230,1,adaptive,11,1.0,0.0,0.5,0.5,0.5,1.0,0.6666666666666666,2,2,
exp_15_gradual_20260830_201230,2,adaptive,11,1.0,0.0,0.5,0.5,0.5,1.0,0.6666666666666666,2,2,
exp_15_gradual_20260830_201230,3,adaptive,11,1.0,0.0,0.5,0.5,0.5,1.0,0.6666666666666666,2,2,
exp_15_gradual_20260830_201230,4,adaptive,11,1.0,0.0,0.5,0.5,0.5,1.0,0.6666666666666666,2,2,
